Segville,International Airport,airSEG,SEG,air_124toKWT,Gate C5,null,,,
Segville,International Airport,airSEG,SEG,air_125toAXB,Gate C5,null,,,
Segville,International Airport,airSEG,SEG,air_126toSWH,Gate C6,null,,,
Segville,International Airport,airSEG,SEG,air_128toCAP,Gate C6,null,,,
Segville,International Airport,airSEG,SEG,air_129toHAM,Gate C7,null,,,
Segville,International Airport,airSEG,SEG,air_130toPIA,Cate C7,null,,,
Segville,International Airport,airSEG,SEG,air_131toLBX,Gate C7,null,,,
Segville,International Airport,airSEG,SEG,air_132toSRX,Gate C8,null,,,
Segville,International Airport,airSEG,SEG,air_134toRED,Gate C8,null,,,
Segville,International Airport,airSEG,SEG,air_135toHZN,Gate C9,null,,,
Segville,International Airport,airSEG,SEG,air_136toYYN,Gate C9,null,,,
Segville,International Airport,airSEG,SEG,air_137toATM,Gate C9,null,,,
Segville,International Airport,airSEG,SEG,air_138toSAN,Gate C10,null,,,
Segville,International Airport,airSEG,SEG,air_139toPAX,Gate C10,null,,,
Segville,International Airport,airSEG,SEG,air_140toMWT,Gate C10,null,,,
Segville,International Airport,airSEG,SEG,air_141toAIS,Gate C11,null,,,
Segville,International Airport,airSEG,SEG,air_145toRAV,Gate C12,null,,,
Segville,International Airport,airSEG,SEG,air_146toCFA,Gate C12,null,,,
Segville,International Airport,airSEG,SEG,air_148toNWT,Gate C13,null,,,
Segville,International Airport,airSEG,SEG,air_150toFLC,Gate C14,null,,,
Segville,International Airport,airSEG,SEG,air_155toLFA,Gate C15,null,,,
Segville,International Airport,airSEG,SEG,air_156toMTA,Gate C16,null,,,
Segville,International Airport,airSEG,SEG,air_157toCHB,Gate C16,null,,,
Segville,International Airport,airSEG,SEG,air_158toGSM,Gate C16,null,,,
Segville,International Airport,airSEG,SEG,air_159toRSA,Gate C18,null,,,
Segville,International Airport,airSEG,SEG,air_160toKBN,Gate C18,null,,,
Segville,International Airport,airSEG,SEG,air_161toMSA,Gate C18,null,,,
Segville,International Airport,airSEG,SEG,air_162toGBE,Gate C20,null,,,
Segville,International Airport,airSEG,SEG,air_163toGZA,Gate C20,null,,,
Segville,International Airport,airSEG,SEG,air_164toMMA,Gate C20,null,,,
Segville,International Airport,airSEG,SEG,air_165toHIR,Gate C22,null,,,
Segville,International Airport,airSEG,SEG,air_167toCIA,Gate C22,null,,,
Segville,International Airport,airSEG,SEG,air_168toKTI,Gate C24,null,,,
Segville,International Airport,airSEG,SEG,air_169toKTA,Gate C24,null,,,
Segville,International Airport,airSEG,SEG,air_170toFYA,Gate C24,null,,,
Segville,International Airport,airSEG,SEG,air_171toDFM,Gate C26,null,,,
Segville,International Airport,airSEG,SEG,air_172toMCI,Gate C26,null,,,
Segville,International Airport,airSEG,SEG,air_173toDHA,Gate C26,null,,,
Segville,International Airport,airSEG,SEG,air_174toRVA,Gate C28,null,,,
Segville,International Airport,airSEG,SEG,air_175toAFK,Gate C28,null,,,
Segville,International Airport,airSEG,SEG,air_176toKPC,Gate C28,null,,,
Segville,International Airport,airSEG,SEG,air_177toCBZ,Gate C30,null,,,
Segville,International Airport,airSEG,SEG,air_178toMAX,Gate C30,null,,,
Segville,International Airport,airSEG,SEG,air_179toNIL,Gate C30,null,,,
Segville,International Airport,airSEG,SEG,seg4502toWHT,Gate B6,null,,,
Segville,International Airport,airSEG,SEG,seg4503toRSQ,Gate B7,null,,,
Segville,International Airport,airSEG,SEG,seg4504toVIA,Gate B8,null,,,
Segville,International Airport,airSEG,SEG,seg4505toDBI,Gate B9,null,,,
Segville,International Airport,airSEG,SEG,seg4506toPXA,Gate B10,null,,,
Segville,International Airport,airSEG,SEG,seg4507toFYI,Gate C17,null,,,
Segville,International Airport,airSEG,SEG,seg4508toPRA,Gate C19,null,,,
Segville,International Airport,airSEG,SEG,seg4509toDBC,Gate C21,null,,,
Segville,International Airport,airSEG,SEG,seg4510toYSM,Gate C21,null,,,
Segville,International Airport,airSEG,SEG,seg4511toIXM,Gate C23,null,,,
Segville,International Airport,airSEG,SEG,seg4512toAIX,Gate C23,null,,,
Segville,International Airport,airSEG,SEG,seg4513toBFA,Gate C25,null,,,
Segville,International Airport,airSEG,SEG,seg4514toELF,Gate C25,null,,,
Segville,International Airport,airSEG,SEG,seg4515toMLH,Gate C27,null,,,
Segville,International Airport,airSEG,SEG,seg4516toLNT,Gate C27,null,,,
Segville,International Airport,airSEG,SEG,seg4517toWRA,Gate C29,null,,,
,,,,,,,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air208toSUA,Gate C10,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air209toWCA,Gate C10,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air210toWYA,Gate C11,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air211toTFA,Gate C11,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air217toVIC,Gate C16,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air225toZAQ,Gate D7,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air235toEIA,Gate D11,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air237toVFW,Gate D12,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air242toCAL,Gate D13,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air243toVCA,Gate D14,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air249toWMA,Gate D16,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,wp71toEIA,Gate B4,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_1toSEG,Gate I10,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_5toEBI,Gate I10,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_6toNPR,Gate I10,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_7toWOI,Gate I2,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_301toCWI,Gate C2,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_302toFYA,Gate C2,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_303toCIA,Gate C2,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_304toSWH,Gate C9,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_305toGZA,Gate C9,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_306toDBC,Gate C9,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_307toBFA,Gate C10,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_312toPAX,Gate C11,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_313toANA,Gate C12,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_314toFSI,Gate C13,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_315toTPA,Gate C14,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_316toNWT,Gate C15,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_317toMLH,Gate C15,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_318toMWL,Gate C15,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_319toRAV,Gate C16,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_321toAIS,Gate C16,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_322toTCB,Gate C17,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_323toIXM,Gate C18,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_324toCFA,Gate C18,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_325toHND,Gate C18,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_326toPCE,Gate D1,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_327toCBZ,Gate D6,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_328toMAX,Gate D6,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_329toNIL,Gate D6,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_331toATC,Gate D7,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_332toAFK,Gate D7,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_333toMSA,Gate D8,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_334toMTA,Gate D8,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_335toDHA,Gate D8,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_336toRSA,Gate D10,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_337toKBN,Gate D10,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_338toCHB,Gate D10,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_339toEEA,Gate D11,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_341toLFA,Gate D11,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_343toWHT,Gate D12,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_344toFLC,Gate D12,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_345toPXL,Gate D13,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_347toNMW,Gate D13,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_349toMCI,Gate D14,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_350toPRA,Gate D14,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_351toGBE,Gate D15,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_352toMMA,Gate D15,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_353toKPC,Gate D15,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_355toNHR,Gate D16,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_356toNBC,Gate D16,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_357toIAS,Gate D17,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_358toBED,Gate D17,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_359toACA,Gate D17,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_360toPSY,Gate D18,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_361toLBA,Gate D18,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_362toAIX,Gate I1,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_363toGLA,Gate I2,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_364toABG,Gate I3,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_365toFWY,Gate I1,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_366toEMI,Gate C17,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_367toOCR,Gate C8,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_368toMRS,Gate C7,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_369toOAI,Gate I3,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air_370toGEP,Gate I1,null,,,
,,,,,,,,,
Elecna Bay,International Airport,airEBI,EBI,air316toJDL,Gate C6,null,,,
Elecna Bay,International Airport,airEBI,EBI,air318toTSA,Gate C6,null,,,
Elecna Bay,International Airport,airEBI,EBI,air321toSSI,Gate C7,null,,,
Elecna Bay,International Airport,airEBI,EBI,air324toEIA,Gate C8,null,,,
Elecna Bay,International Airport,airEBI,EBI,air326toKMA,Gate C9,null,,,
Elecna Bay,International Airport,airEBI,EBI,air327toMRI,Gate C9,null,,,
Elecna Bay,International Airport,airEBI,EBI,segHeli8toSHP,null,null,,,
Elecna Bay,International Airport,airEBI,EBI,eastern1toCCH,null,null,,,
Elecna Bay,International Airport,airEBI,EBI,eastern8toCWB,null,null,,,
Elecna Bay,International Airport,airEBI,EBI,air_2toSEG,Gate C10,null,,,
Elecna Bay,International Airport,airEBI,EBI,air_5toWMI,Gate C10,null,,,
Elecna Bay,International Airport,airEBI,EBI,air_8toNPR,Gate C10,null,,,
Elecna Bay,International Airport,airEBI,EBI,air_9toWOI,Gate C9,null,,,
Elecna Bay,International Airport,airEBI,EBI,air_501toOPA,Gate C1,null,,,
Elecna Bay,International Airport,airEBI,EBI,air_502toDJE,Gate C1,null,,,
Elecna Bay,International Airport,airEBI,EBI,air_503toHIR,Gate C1,null,,,
Elecna Bay,International Airport,airEBI,EBI,air_504toMLH,Gate C2,null,,,
Elecna Bay,International Airport,airEBI,EBI,air_505toFSI,Gate C2,null,,,
Elecna Bay,International Airport,airEBI,EBI,air_506toCWI,Gate C2,null,,,
Elecna Bay,International Airport,airEBI,EBI,air_507toHZN,Gate C3,null,,,
Elecna Bay,International Airport,airEBI,EBI,air_508toFYI,Gate C3,null,,,
Elecna Bay,International Airport,airEBI,EBI,air_509toATC,Gate C3,null,,,
Elecna Bay,International Airport,airEBI,EBI,air_510toLHT,Gate C4,null,,,
Elecna Bay,International Airport,airEBI,EBI,air_511toRVA,Gate C4,null,,,
Elecna Bay,International Airport,airEBI,EBI,air_512toIXM,Gate C4,null,,,
Elecna Bay,International Airport,airEBI,EBI,air_513toKNT,Gate C5,null,,,
Elecna Bay,International Airport,airEBI,EBI,air_514toBVL,Gate C5,null,,,
Elecna Bay,International Airport,airEBI,EBI,air_515toKTI,Gate C5,null,,,
Elecna Bay,International Airport,airEBI,EBI,air_517toSRX,Gate C6,null,,,
Elecna Bay,International Airport,airEBI,EBI,air_519toLAR,Gate C7,null,,,
Elecna Bay,International Airport,airEBI,EBI,air_520toEEA,Gate C7,null,,,
Elecna Bay,International Airport,airEBI,EBI,air_522toCBI,Gate C8,null,,,
Elecna Bay,International Airport,airEBI,EBI,air_524toPXA,Gate C8,null,,,
Elecna Bay,International Airport,airEBI,EBI,air_527toNIL,Gate C11,null,,,
Elecna Bay,International Airport,airEBI,EBI,air_528toHAM,Gate C11,null,,,
Elecna Bay,International Airport,airEBI,EBI,air_529toMAX,Gate C11,null,,,
Elecna Bay,International Airport,airEBI,EBI,air_530toDBC,Gate C12,null,,,
Elecna Bay,International Airport,airEBI,EBI,air_531toLBX,Gate C12,null,,,
Elecna Bay,International Airport,airEBI,EBI,air_532toDBI,Gate C12,null,,,
Elecna Bay,International Airport,airEBI,EBI,air_533toDFM,Gate C13,null,,,
Elecna Bay,International Airport,airEBI,EBI,air_534toMWT,Gate C13,null,,,
Elecna Bay,International Airport,airEBI,EBI,acacia5033toNPR,Gate A5,null,,,
,,,,,,,,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,air_3toSEG,Gate C33,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,air_6toWMI,Gate C33,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,air_8toEBI,Gate C33,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,air_10toWOI,Gate C35,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,air_701toMPI,Gate A22,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,air_702toMAX,Gate A22,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,air_703toACA,Gate C22,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,air_704toAIS,Gate C23,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,air_705toVDA,Gate C24,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,air_706toDJE,Gate C25,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,air_707toCFA,Gate C26,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,air_708toCBZ,Gate C27,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,air_709toCWI,Gate C28,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,air_710toFSI,Gate C29,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,air_711toWRA,Gate C30,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,air_712toTCB,Gate C31,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,air_713toAFK,Gate C32,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,air_715toKNT,Gate C34,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,air_716toKTI,Gate C35,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,air_718toHIR,Gate C37,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,air_720toNBG,Gate C39,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,air_721toNMK,Gate A22,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,air_722toARD,Gate C40,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,air_723toOAI,Gate C36,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,acacia5001toWCC,Gate C1,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,acacia5002toCHB,Gate C1,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,acacia5003toBLK,Gate C1,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,acacia5004toLAR,Gate C2,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,acacia5005toMWT,Gate C2,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,acacia5006toMWL,Gate C2,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,acacia5007toELF,Gate C3,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,acacia5008toREF,Gate C3,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,acacia5009toLNT,Gate C3,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,acacia5010toERZ,Gate C4,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,acacia5011toMBI,Gate C4,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,acacia5012toOCR,Gate C4,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,acacia5013toFWC,Gate C5,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,acacia5014toBED,Gate C5,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,acacia5015toNIL,Gate C6,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,acacia5016toGOD,Gate C6,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,acacia5017toGBE,Gate C7,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,acacia5018toGWF,Gate C7,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,acacia5019toPXA,Gate C8,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,acacia5020toPXL,Gate C8,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,acacia5021toIAS,Gate C9,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,acacia5022toSND,Gate C9,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,acacia5023toAIX,Gate C10,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,acacia5024toRBR,Gate C10,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,acacia5025toVFW,Gate C11,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,acacia5026toSDZ,Gate C11,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,acacia5027toYSM,Gate C12,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,acacia5028toHGW,Gate C12,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,acacia5029toABG,Gate C13,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,acacia5030toPCE,Gate C13,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,acacia5031toDBI,Gate C14,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,acacia5032toWHT,Gate C14,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,acacia5033toEBI,Gate C15,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,acacia5034toFWY,Gate C15,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,acacia5035toEMI,Gate C5,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,acacia5036toSWH,Gate C6,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,acacia5037toMRS,Gate C7,null,Greater East Plains International Airport GEP,,
Nuuk-Prismarine,Regional Airport,airNPR,NPR,port5604toPRA,Gate A21,null,Greater East Plains International Airport GEP,,
,,,,,,,,,
Achowalogen Takachsin-Covina,International Airport,airATC,ATC,air_102toSEG,Gate E10,null,,,
Achowalogen Takachsin-Covina,International Airport,airATC,ATC,air_331toWMI,Gate X3,null,,,
Achowalogen Takachsin-Covina,International Airport,airATC,ATC,air_509toEBI,Gate E8,null,,,
Achowalogen Takachsin-Covina,International Airport,airATC,ATC,air_908toWOI,IntraAir Annex Terminal,null,,,
Achowalogen Takachsin-Covina,International Airport,airATC,ATC,air_2001toSSI,Gate E7,null,,,
Achowalogen Takachsin-Covina,International Airport,airATC,ATC,air_2002toHZN,Gate E7,null,,,
Achowalogen Takachsin-Covina,International Airport,airATC,ATC,air_2003toFYI,Gate E7,null,,,
Achowalogen Takachsin-Covina,International Airport,airATC,ATC,air_2004toCBI,Gate E8,null,,,
Achowalogen Takachsin-Covina,International Airport,airATC,ATC,air_2005toZAQ,Gate E8,null,,,
Achowalogen Takachsin-Covina,International Airport,airATC,ATC,air_2006toRVA,Gate E9,null,,,
Achowalogen Takachsin-Covina,International Airport,airATC,ATC,air_2007toMLH,Gate E10,null,,,
Achowalogen Takachsin-Covina,International Airport,airATC,ATC,air_2008toKTI,Gate E10,null,,,
Achowalogen Takachsin-Covina,International Airport,airATC,ATC,air_2009toWZA,Gate X1,null,,,
Achowalogen Takachsin-Covina,International Airport,airATC,ATC,air_2010toAFK,Gate X1,null,,,
Achowalogen Takachsin-Covina,International Airport,airATC,ATC,air_2011toRAV,Gate X1,null,,,
Achowalogen Takachsin-Covina,International Airport,airATC,ATC,air_2012toNIL,Gate X3,null,,,
Achowalogen Takachsin-Covina,International Airport,airATC,ATC,air_2013toHIR,Gate X3,null,,,
Achowalogen Takachsin-Covina,International Airport,airATC,ATC,air_2014toMAX,Gate X5,null,,,
Achowalogen Takachsin-Covina,International Airport,airATC,ATC,air_2015toLHT,Gate X5,null,,,
Achowalogen Takachsin-Covina,International Airport,airATC,ATC,air_2016toVFW,Gate X10,null,,,
Achowalogen Takachsin-Covina,International Airport,airATC,ATC,air_2017toVIC,Gate X10,null,,,
Achowalogen Takachsin-Covina,International Airport,airATC,ATC,air_2018toGZA,Gate X10,null,,,
Achowalogen Takachsin-Covina,International Airport,airATC,ATC,air_2263toOAI,IntraAir Annex Terminal,null,,,
Achowalogen Takachsin-Covina,International Airport,airATC,ATC,air_3001toMRI,Gate E9,null,,,
Achowalogen Takachsin-Covina,International Airport,airATC,ATC,air_3002toMRR,Gate E9,null,,,
Achowalogen Takachsin-Covina,International Airport,airATC,ATC,air_3003toCYR,Gate X5,null,,,
Achowalogen Takachsin-Covina,International Airport,airATC,ATC,wp4009toEIA,Gate S5,null,,,
,,,,,,,,,
